activity_id,customer_id,activity_date,activity_type
21352,983,2026-05-19,login
21353,983,2025-12-12,login
21354,983,2025-03-14,support_ticket
21355,983,2026-06-02,login
21356,984,2025-11-14,support_ticket
21357,984,2025-05-08,login
21358,984,2025-03-15,login
21359,984,2026-06-10,login
21360,984,2025-11-09,cart_abandon
21361,984,2025-08-27,login
21362,984,2026-08-07,login
21363,985,2025-02-24,login
21364,985,2025-09-30,cart_abandon
21365,985,2025-07-01,support_ticket
21366,985,2026-09-03,login
21367,985,2025-08-10,login
21368,985,2026-03-01,cart_abandon
21369,985,2025-11-23,login
21370,985,2026-01-21,login
21371,985,2026-04-20,login
21372,985,2025-07-21,support_ticket
21373,985,2026-06-28,login
21374,985,2026-09-10,login
21375,986,2026-02-28,cart_abandon
21376,986,2025-06-17,login
21377,986,2025-08-14,cart_abandon
21378,986,2026-01-26,login
21379,986,2025-07-29,login
21380,986,2025-08-02,cart_abandon
21381,986,2025-10-19,login
21382,986,2025-09-17,login
21383,986,2025-04-29,login
21384,986,2025-11-11,login
21385,986,2026-08-21,login
21386,986,2025-04-21,login
21387,986,2026-02-26,login
21388,986,2026-08-22,login
21389,986,2025-07-27,login
21390,986,2025-07-16,support_ticket
21391,986,2026-07-28,login
21392,986,2026-04-16,login
21393,986,2026-05-05,login
21394,986,2026-09-02,login
21395,986,2025-07-30,cart_abandon
21396,986,2025-12-10,login
21397,986,2026-08-10,login
21398,986,2025-10-25,login
21399,986,2026-01-20,login
21400,986,2026-07-09,login
21401,986,2025-08-12,login
21402,986,2025-11-30,login
21403,986,2026-03-16,login
21404,986,2025-02-22,login
21405,986,2025-04-07,login
21406,986,2026-05-27,support_ticket
21407,986,2026-09-22,support_ticket
21408,987,2025-12-20,login
21409,987,2026-06-13,support_ticket
21410,987,2025-12-09,cart_abandon
21411,987,2026-06-04,login
21412,987,2026-09-25,login
21413,987,2026-06-28,login
21414,987,2025-07-08,support_ticket
21415,987,2025-05-09,login
21416,987,2026-05-18,login
21417,987,2025-05-08,login
21418,987,2026-04-02,login
21419,987,2025-02-13,support_ticket
21420,987,2025-09-21,login
21421,987,2026-03-24,login
21422,988,2026-02-18,support_ticket
21423,988,2025-10-05,login
21424,988,2026-07-16,login
21425,988,2026-09-15,cart_abandon
21426,988,2025-05-22,login
21427,988,2026-04-02,login
21428,989,2026-05-30,support_ticket
21429,989,2026-04-15,cart_abandon
21430,989,2025-12-23,cart_abandon
21431,989,2025-03-30,login
21432,989,2026-04-05,login
21433,989,2025-08-27,login
21434,989,2025-02-21,login
21435,989,2025-04-20,login
21436,989,2025-04-07,login
21437,989,2025-06-24,login
21438,989,2026-04-18,cart_abandon
21439,989,2025-04-07,cart_abandon
21440,989,2025-12-25,login
21441,989,2025-12-03,login
21442,989,2025-02-11,login
21443,989,2026-08-17,login
21444,989,2026-07-27,login
21445,989,2025-03-28,cart_abandon
21446,989,2026-01-14,login
21447,989,2026-03-19,login
21448,989,2025-09-13,login
21449,989,2025-06-10,login
21450,990,2025-08-25,login
21451,990,2026-08-26,login
21452,990,2026-07-16,login
21453,990,2025-05-31,login
21454,990,2025-10-17,login
21455,990,2026-03-26,login
21456,990,2025-10-21,login
21457,990,2025-12-13,cart_abandon
21458,990,2026-04-02,cart_abandon
21459,990,2026-05-19,login
21460,990,2025-09-22,support_ticket
21461,990,2025-03-04,login
21462,990,2025-07-03,login
21463,990,2025-03-18,login
21464,990,2025-12-03,cart_abandon
21465,990,2025-05-17,cart_abandon
21466,990,2026-08-11,login
21467,990,2026-05-02,login
21468,990,2025-04-03,login
21469,990,2025-06-27,login
21470,990,2026-04-18,login
21471,990,2025-06-16,cart_abandon
21472,990,2025-08-12,login
21473,990,2026-05-07,login
21474,990,2025-07-30,cart_abandon
21475,991,2026-02-26,login
21476,991,2025-10-20,login
21477,991,2025-04-14,login
21478,991,2026-03-09,login
21479,991,2025-06-11,cart_abandon
21480,991,2025-11-02,login
21481,991,2025-03-02,login
21482,991,2025-06-03,login
21483,991,2026-01-11,login
21484,991,2026-06-03,login
21485,991,2025-12-29,cart_abandon
21486,991,2025-05-20,login
21487,991,2026-01-08,login
21488,991,2026-08-09,support_ticket
21489,991,2026-09-29,login
21490,991,2026-09-03,login
21491,991,2026-04-24,login
21492,991,2025-02-14,login
21493,991,2025-04-07,cart_abandon
21494,991,2025-03-10,login
21495,991,2025-03-25,login
21496,991,2026-02-27,cart_abandon
21497,991,2025-08-31,login
21498,991,2026-08-07,cart_abandon
21499,991,2025-07-17,support_ticket
21500,991,2025-02-22,login
21501,991,2025-06-25,login
21502,991,2025-09-03,login
21503,991,2025-07-19,cart_abandon
21504,991,2025-11-14,support_ticket
21505,991,2025-12-15,login
21506,991,2025-12-15,login
21507,991,2025-11-02,login
21508,991,2026-04-12,login
21509,991,2026-02-11,cart_abandon
21510,992,2025-12-06,support_ticket
21511,992,2026-01-02,login
21512,992,2025-07-19,login
21513,992,2026-09-13,support_ticket
21514,992,2025-05-18,login
21515,993,2025-11-05,login
21516,993,2025-06-02,login
21517,993,2026-08-19,login
21518,993,2026-05-25,login
21519,993,2026-05-24,login
21520,993,2025-03-15,login
21521,993,2026-03-09,login
21522,993,2025-09-11,login
21523,993,2026-06-01,login
21524,993,2026-01-08,cart_abandon
21525,993,2026-08-29,login
21526,993,2025-03-02,login
21527,993,2026-01-15,login
21528,993,2026-04-14,login
21529,993,2025-05-30,login
21530,993,2026-03-07,login
21531,993,2026-09-17,login
21532,993,2025-04-05,login
21533,993,2026-01-20,support_ticket
21534,993,2025-06-22,cart_abandon
21535,993,2026-01-17,login
21536,993,2025-04-04,login
21537,993,2025-11-26,support_ticket
21538,993,2026-06-02,login
21539,993,2025-12-08,login
21540,993,2025-11-17,support_ticket
21541,993,2025-10-10,support_ticket
21542,993,2025-06-10,login
21543,994,2025-03-28,support_ticket
21544,994,2026-01-12,support_ticket
21545,994,2026-05-24,cart_abandon
21546,994,2026-03-17,cart_abandon
21547,994,2026-03-21,support_ticket
21548,994,2025-08-17,login
21549,994,2026-08-10,login
21550,994,2026-01-30,login
21551,994,2025-04-12,cart_abandon
21552,994,2026-01-15,login
21553,994,2025-08-21,support_ticket
21554,994,2025-10-29,cart_abandon
21555,994,2025-09-11,login
21556,994,2025-05-25,login
21557,994,2025-12-30,login
21558,994,2026-07-24,support_ticket
21559,994,2025-09-01,login
21560,994,2025-03-16,login
21561,994,2025-11-26,login
21562,994,2026-06-17,login
21563,994,2025-03-02,support_ticket
21564,994,2025-09-25,cart_abandon
21565,994,2025-12-20,login
21566,994,2026-07-13,login
21567,994,2026-06-02,login
21568,994,2025-06-22,login
21569,994,2026-04-03,cart_abandon
21570,994,2026-08-31,login
21571,994,2026-04-01,cart_abandon
21572,994,2025-03-15,login
21573,994,2026-08-24,login
21574,994,2026-03-14,login
21575,994,2026-07-01,cart_abandon
21576,994,2026-02-02,login
21577,994,2025-05-26,login
21578,995,2025-05-19,login
21579,995,2025-11-18,login
21580,995,2026-03-03,login
21581,995,2026-04-20,login
21582,995,2025-08-23,login
21583,995,2026-03-19,login
21584,996,2025-09-16,login
21585,996,2025-07-13,login
21586,996,2025-05-14,support_ticket
21587,996,2025-11-26,login
21588,996,2026-02-21,login
21589,996,2026-07-12,login
21590,996,2025-05-25,support_ticket
21591,996,2026-09-16,login
21592,996,2026-09-26,support_ticket
21593,996,2025-10-28,login
21594,996,2026-07-19,login
21595,996,2025-08-02,login
21596,996,2025-03-27,cart_abandon
21597,996,2026-07-14,login
21598,996,2025-11-06,login
21599,996,2026-09-22,cart_abandon
21600,996,2025-11-25,login
21601,996,2025-11-20,login
21602,996,2025-06-02,support_ticket
21603,996,2025-10-10,login
21604,996,2025-10-05,login
21605,996,2025-11-01,support_ticket
21606,996,2025-07-14,login
21607,996,2026-04-28,login
21608,996,2025-06-18,login
21609,996,2026-07-17,login
21610,997,2026-08-03,login
21611,997,2026-04-27,login
21612,997,2025-12-28,login
21613,997,2026-06-25,login
21614,997,2026-05-20,login
21615,997,2025-02-13,support_ticket
21616,997,2026-05-10,login
21617,997,2025-06-15,login
21618,997,2025-03-26,login
21619,997,2025-02-10,login
21620,997,2025-02-11,support_ticket
21621,997,2026-06-12,login
21622,997,2026-06-18,cart_abandon
21623,997,2025-03-07,login
21624,997,2026-07-31,login
21625,997,2025-11-19,login
21626,997,2026-03-18,login
21627,997,2026-04-01,login
21628,997,2025-03-22,login
21629,997,2026-08-29,cart_abandon
21630,997,2026-06-02,cart_abandon
21631,997,2026-04-08,login
21632,997,2026-03-15,login
21633,998,2025-08-02,login
21634,998,2025-04-13,login
21635,998,2025-07-01,cart_abandon
21636,998,2026-06-13,support_ticket
21637,998,2025-04-14,cart_abandon
21638,998,2026-01-12,support_ticket
21639,998,2025-07-19,cart_abandon
21640,998,2025-05-06,cart_abandon
21641,998,2025-04-26,support_ticket
21642,998,2026-08-05,support_ticket
21643,998,2026-08-25,login
21644,998,2026-09-28,cart_abandon
21645,998,2025-10-09,login
21646,998,2026-01-20,login
21647,998,2025-06-18,support_ticket
21648,998,2025-10-27,login
21649,998,2026-02-25,login
21650,998,2025-08-25,login
21651,998,2025-02-25,cart_abandon
21652,998,2026-01-31,login
21653,998,2025-10-04,support_ticket
21654,998,2026-06-30,login
21655,998,2026-05-21,login
21656,998,2026-02-21,login
21657,998,2025-02-12,login
21658,998,2026-02-03,cart_abandon
21659,999,2026-04-26,cart_abandon
21660,999,2025-07-03,login
21661,999,2025-04-15,login
21662,999,2025-05-02,cart_abandon
21663,999,2025-05-11,login
21664,999,2025-12-23,support_ticket
21665,999,2025-10-05,cart_abandon
21666,999,2025-04-01,login
21667,999,2025-06-15,login
21668,999,2026-08-11,support_ticket
21669,999,2026-09-02,login
21670,999,2026-01-13,login
21671,999,2025-09-30,login
21672,999,2026-01-28,login
21673,999,2025-02-23,login
21674,999,2025-10-30,support_ticket
21675,999,2025-10-15,login
21676,999,2025-12-06,login
21677,1000,2025-08-18,login
21678,1000,2025-05-01,login
21679,1000,2026-09-05,login
21680,1000,2026-08-21,cart_abandon
21681,1000,2025-09-27,login
21682,1000,2026-01-22,login
21683,1000,2026-07-15,cart_abandon
21684,1000,2025-08-31,login
21685,1000,2025-06-15,login
21686,1000,2026-03-08,cart_abandon
21687,1001,2026-08-23,login
21688,1001,2026-05-28,support_ticket
21689,1001,2025-07-17,login
21690,1001,2025-11-12,login
21691,1001,2026-05-31,login
21692,1001,2026-03-10,login
21693,1001,2025-09-19,login
21694,1001,2026-04-04,login
21695,1001,2025-10-21,login
21696,1001,2025-02-16,login
21697,1001,2026-02-25,login
21698,1001,2025-05-27,login
21699,1001,2026-02-11,cart_abandon
21700,1001,2026-03-02,login
21701,1001,2025-10-04,login
21702,1001,2025-09-25,login
21703,1001,2026-07-18,support_ticket
21704,1001,2026-08-04,support_ticket
21705,1001,2026-02-12,login
21706,1002,2026-03-16,login
21707,1002,2026-04-09,login
21708,1002,2026-07-03,cart_abandon
21709,1002,2025-10-07,login
21710,1002,2026-06-09,cart_abandon
21711,1002,2025-10-09,cart_abandon
21712,1002,2026-07-18,login
21713,1002,2026-04-26,support_ticket
21714,1002,2025-09-13,login
21715,1002,2025-07-05,login
21716,1002,2025-11-14,login
21717,1002,2025-08-02,login
21718,1002,2026-07-09,login
21719,1002,2026-09-22,login
21720,1002,2025-09-30,login
21721,1002,2026-06-15,support_ticket
21722,1002,2026-06-21,support_ticket
21723,1002,2025-03-23,support_ticket
21724,1002,2025-07-19,cart_abandon
21725,1003,2025-09-06,login
21726,1003,2026-05-12,login
21727,1003,2025-08-01,login
21728,1003,2026-01-29,login
21729,1003,2026-07-10,login
21730,1003,2025-12-11,cart_abandon
21731,1003,2026-01-17,login
21732,1003,2025-02-24,login
21733,1003,2025-03-15,login
21734,1003,2025-05-25,login
21735,1003,2026-01-26,login
21736,1003,2025-12-28,login
21737,1003,2025-11-23,login
21738,1003,2025-07-22,login
21739,1003,2025-05-09,login
21740,1003,2025-06-07,cart_abandon
21741,1003,2025-11-10,cart_abandon
21742,1003,2025-11-18,login
21743,1003,2025-08-18,login
21744,1003,2025-05-25,login
21745,1003,2026-07-14,support_ticket
21746,1003,2025-08-28,login
21747,1003,2025-03-22,cart_abandon
21748,1003,2025-10-13,cart_abandon
21749,1003,2025-06-25,login
21750,1003,2026-08-25,support_ticket
21751,1003,2026-09-13,login
21752,1003,2026-04-18,login
21753,1003,2025-04-22,login
21754,1003,2026-06-25,login
21755,1003,2025-10-09,login
21756,1003,2026-07-23,cart_abandon
21757,1004,2025-07-15,login
21758,1004,2025-12-25,support_ticket
21759,1004,2025-11-09,login
21760,1004,2026-09-07,cart_abandon
21761,1004,2026-07-03,login
21762,1004,2026-07-09,login
21763,1004,2026-03-20,cart_abandon
21764,1005,2025-09-13,support_ticket
21765,1005,2026-04-01,login
21766,1005,2026-03-04,login
21767,1005,2026-09-29,login
21768,1005,2025-07-22,login
21769,1005,2026-04-13,login
21770,1006,2026-01-09,login
21771,1006,2025-09-26,support_ticket
21772,1006,2026-07-10,login
21773,1006,2026-06-30,login
21774,1006,2026-04-26,login
21775,1006,2025-06-18,support_ticket
21776,1006,2025-04-16,support_ticket
21777,1006,2026-09-17,login
21778,1006,2025-09-11,login
21779,1006,2025-12-05,cart_abandon
21780,1006,2026-06-02,login
21781,1006,2026-04-19,cart_abandon
21782,1006,2025-09-14,support_ticket
21783,1006,2025-06-26,login
21784,1006,2026-01-25,login
21785,1006,2026-09-23,login
21786,1006,2025-05-18,login
21787,1006,2025-12-25,login
21788,1006,2025-03-30,login
21789,1006,2025-09-26,login
21790,1006,2025-08-30,login
21791,1006,2025-08-12,login
21792,1006,2025-05-04,login
21793,1006,2025-08-03,support_ticket
21794,1006,2025-03-31,login
21795,1006,2026-05-13,support_ticket
21796,1006,2025-10-08,support_ticket
21797,1006,2025-05-25,login
21798,1006,2025-04-23,login
21799,1006,2025-02-17,login
21800,1006,2026-07-06,login
21801,1006,2025-09-05,login
21802,1006,2025-08-12,login
21803,1007,2025-11-29,login
21804,1007,2025-11-16,login
21805,1007,2025-08-12,support_ticket
21806,1007,2025-12-05,login
21807,1007,2026-07-08,login
21808,1007,2026-04-30,login
21809,1007,2025-07-21,login
21810,1007,2026-04-12,cart_abandon
21811,1007,2026-03-30,login
21812,1007,2025-07-08,login
21813,1007,2026-02-13,login
21814,1007,2025-09-18,login
21815,1007,2026-03-04,support_ticket
21816,1007,2025-12-11,login
21817,1007,2025-07-07,login
21818,1007,2025-10-14,login
21819,1007,2025-02-10,cart_abandon
21820,1007,2025-11-18,login
21821,1007,2026-08-15,login
21822,1007,2025-12-12,login
21823,1007,2025-06-07,login
21824,1007,2025-04-11,support_ticket
21825,1007,2026-06-06,login
21826,1007,2025-03-27,cart_abandon
21827,1007,2026-06-30,login
21828,1007,2025-12-20,support_ticket
21829,1007,2026-08-11,login
21830,1007,2026-07-04,support_ticket
21831,1007,2026-01-06,login
21832,1007,2026-08-19,support_ticket
21833,1007,2025-10-10,login
21834,1007,2025-11-06,cart_abandon
21835,1008,2026-07-11,login
21836,1008,2025-09-09,cart_abandon
21837,1008,2025-07-03,login
21838,1008,2026-06-10,login
21839,1008,2025-03-28,login
21840,1008,2025-05-13,login
21841,1008,2026-02-05,login
21842,1008,2025-11-22,login
21843,1008,2025-08-12,login
21844,1008,2025-06-21,support_ticket
21845,1008,2025-06-20,login
21846,1008,2026-02-06,login
21847,1008,2025-08-06,cart_abandon
21848,1008,2026-06-07,login
21849,1008,2025-06-26,login
21850,1008,2025-09-11,cart_abandon
21851,1008,2025-03-13,login
21852,1008,2026-09-29,login
21853,1008,2026-08-22,login
21854,1008,2026-05-30,login
21855,1008,2025-06-14,login
21856,1008,2026-08-06,login
21857,1008,2025-05-31,login
21858,1008,2026-05-25,cart_abandon
21859,1008,2025-10-17,login
21860,1008,2025-11-03,login
21861,1008,2025-03-31,support_ticket
21862,1008,2026-08-27,login
21863,1008,2025-11-25,login
21864,1008,2025-02-14,login
21865,1008,2025-07-17,login
21866,1008,2025-06-26,support_ticket
21867,1008,2025-11-25,login
21868,1008,2025-11-07,cart_abandon
21869,1008,2025-07-26,login
21870,1008,2025-03-06,cart_abandon
21871,1008,2026-09-19,login
21872,1008,2026-03-29,login
21873,1009,2026-06-18,support_ticket
21874,1009,2025-06-19,login
21875,1009,2025-07-06,login
21876,1009,2025-10-12,cart_abandon
21877,1009,2025-03-03,login
21878,1009,2025-11-22,login
21879,1009,2026-01-31,login
21880,1009,2025-05-06,cart_abandon
21881,1009,2026-01-02,login
21882,1009,2025-04-16,login
21883,1009,2026-02-16,login
21884,1009,2026-02-12,login
21885,1009,2025-02-13,support_ticket
21886,1009,2026-05-27,login
21887,1009,2025-12-07,login
21888,1009,2026-09-24,cart_abandon
21889,1009,2025-07-19,cart_abandon
21890,1009,2025-05-13,login
21891,1009,2025-03-25,support_ticket
21892,1009,2025-04-22,cart_abandon
21893,1009,2025-06-09,login
21894,1009,2025-09-02,support_ticket
21895,1009,2026-08-05,login
21896,1009,2025-10-16,login
21897,1009,2026-01-04,login
21898,1010,2025-09-07,login
21899,1010,2025-10-24,login
21900,1010,2026-01-23,support_ticket
21901,1010,2026-08-02,login
21902,1010,2025-07-17,cart_abandon
21903,1010,2025-08-10,login
21904,1010,2025-06-12,login
21905,1010,2026-07-03,login
21906,1010,2025-05-28,login
21907,1010,2025-04-27,login
21908,1010,2026-09-09,login
21909,1010,2025-08-22,login
21910,1010,2026-01-01,login
21911,1010,2025-12-30,login
21912,1010,2026-09-07,cart_abandon
21913,1010,2025-11-06,login
21914,1010,2025-07-16,login
21915,1010,2026-04-29,login
21916,1010,2025-10-12,login
21917,1011,2025-04-15,support_ticket
21918,1011,2025-03-13,cart_abandon
21919,1011,2025-07-02,login
21920,1011,2026-08-18,login
21921,1011,2025-09-05,support_ticket
21922,1011,2025-06-04,login
21923,1011,2026-07-18,login
21924,1011,2025-08-12,login
21925,1011,2025-05-10,login
21926,1011,2026-01-20,cart_abandon
21927,1011,2026-08-24,cart_abandon
21928,1011,2026-02-14,login
21929,1011,2025-06-11,login
21930,1012,2025-06-03,login
21931,1012,2026-04-28,login
21932,1012,2026-07-03,support_ticket
21933,1012,2025-04-04,login
21934,1012,2026-02-28,login
21935,1012,2025-11-30,login
21936,1012,2026-07-20,login
21937,1012,2026-06-29,cart_abandon
21938,1012,2025-10-28,login
21939,1012,2026-07-07,login
21940,1012,2025-04-15,login
21941,1012,2026-05-05,login
21942,1012,2025-11-07,login
21943,1012,2026-02-06,login
21944,1012,2025-05-21,cart_abandon
21945,1012,2025-08-14,login
21946,1012,2026-01-16,login
21947,1012,2026-01-20,login
21948,1012,2025-09-22,login
21949,1012,2025-10-08,login
21950,1012,2026-09-13,login
21951,1012,2025-07-07,cart_abandon
21952,1012,2025-06-14,login
21953,1012,2026-08-26,login
21954,1013,2026-05-02,cart_abandon
21955,1013,2025-05-04,login
21956,1013,2025-11-09,login
21957,1013,2026-06-04,login
21958,1013,2025-03-08,login
21959,1013,2026-08-10,login
21960,1013,2025-04-12,support_ticket
21961,1013,2026-08-20,login
21962,1013,2026-03-25,cart_abandon
21963,1013,2025-07-17,login
21964,1013,2026-09-12,cart_abandon
21965,1013,2025-04-10,login
21966,1013,2026-09-24,login
21967,1013,2026-08-01,support_ticket
21968,1013,2026-05-12,login
21969,1013,2025-03-12,login
21970,1013,2025-02-16,cart_abandon
21971,1013,2025-04-17,login
21972,1013,2025-09-03,login
21973,1013,2025-07-05,login
21974,1014,2026-05-23,login
21975,1014,2025-11-26,support_ticket
21976,1014,2025-05-19,login
21977,1014,2026-03-16,login
21978,1014,2025-04-02,support_ticket
21979,1014,2025-02-02,login
21980,1014,2025-07-10,login
21981,1014,2026-01-13,login
21982,1014,2025-03-25,login
21983,1014,2026-04-19,cart_abandon
21984,1015,2026-01-15,login
21985,1015,2025-11-03,cart_abandon
21986,1015,2026-07-01,cart_abandon
21987,1015,2026-08-20,login
21988,1015,2026-07-22,login
21989,1016,2026-06-18,cart_abandon
21990,1016,2026-06-21,login
21991,1016,2025-03-22,login
21992,1016,2026-05-21,login
21993,1016,2025-12-05,support_ticket
21994,1016,2025-04-27,login
21995,1016,2025-09-05,login
21996,1016,2025-06-30,login
21997,1016,2025-02-06,login
21998,1016,2025-03-18,login
21999,1016,2025-05-19,login
22000,1016,2026-05-29,cart_abandon
22001,1017,2026-01-20,login
22002,1017,2026-07-14,login
22003,1017,2026-04-22,login
22004,1017,2026-02-18,login
22005,1017,2026-07-02,cart_abandon
22006,1018,2026-02-14,support_ticket
22007,1018,2026-03-16,support_ticket
22008,1018,2026-07-29,login
22009,1018,2025-06-23,login
22010,1018,2025-07-12,login
22011,1018,2025-09-02,login
22012,1018,2025-11-06,cart_abandon
22013,1018,2025-04-12,login
22014,1018,2026-03-08,cart_abandon
22015,1018,2025-10-27,login
22016,1018,2026-06-15,support_ticket
22017,1018,2025-04-04,login
22018,1018,2026-01-17,login
22019,1018,2025-12-07,cart_abandon
22020,1018,2026-02-01,login
22021,1018,2026-06-29,login
22022,1018,2026-08-31,support_ticket
22023,1018,2025-07-19,cart_abandon
22024,1018,2026-05-07,login
22025,1018,2026-03-05,login
22026,1018,2025-08-26,login
22027,1018,2025-11-01,login
22028,1018,2026-04-02,login
22029,1018,2026-08-11,login
22030,1018,2025-05-12,login
22031,1018,2025-08-22,cart_abandon
22032,1018,2026-02-12,login
22033,1018,2026-08-03,login
22034,1018,2025-11-09,login
22035,1018,2025-11-07,login
22036,1018,2025-11-01,login
22037,1018,2025-06-15,cart_abandon
22038,1019,2025-07-08,login
22039,1019,2025-07-29,login
22040,1019,2025-08-13,login
22041,1019,2026-07-03,login
22042,1019,2025-10-25,login
22043,1019,2026-09-03,cart_abandon
22044,1019,2026-01-24,login
22045,1019,2025-09-25,login
22046,1019,2026-07-08,support_ticket
22047,1019,2026-08-09,login
22048,1019,2025-03-24,login
22049,1019,2026-01-21,login
22050,1019,2025-09-12,support_ticket
22051,1019,2026-06-29,login
22052,1019,2025-07-17,login
22053,1019,2026-09-15,cart_abandon
22054,1019,2025-04-11,login
22055,1019,2025-12-04,support_ticket
22056,1019,2025-11-09,support_ticket
22057,1019,2025-11-10,support_ticket
22058,1019,2025-03-18,login
22059,1019,2026-03-16,cart_abandon
22060,1019,2025-10-24,login
22061,1019,2025-07-06,support_ticket
22062,1019,2026-05-18,login
22063,1019,2026-06-15,login
22064,1019,2025-06-08,support_ticket
22065,1019,2025-02-15,login
22066,1020,2025-06-23,cart_abandon
22067,1020,2025-10-03,login
22068,1020,2025-05-12,login
22069,1020,2025-03-11,login
22070,1020,2025-10-22,login
22071,1020,2026-05-16,login
22072,1020,2026-03-07,support_ticket
22073,1020,2025-06-08,login
22074,1020,2026-03-25,support_ticket
22075,1020,2026-05-20,login
22076,1020,2025-03-06,login
22077,1020,2026-03-12,support_ticket
22078,1020,2025-07-30,login
22079,1020,2026-09-18,login
22080,1020,2025-06-21,login
22081,1020,2025-12-17,support_ticket
22082,1020,2025-07-26,login
22083,1020,2026-09-09,login
22084,1020,2025-11-26,login
22085,1020,2025-10-29,login
22086,1020,2026-05-18,login
22087,1020,2026-05-02,login
22088,1020,2026-03-24,login
22089,1020,2025-12-28,login
22090,1020,2025-08-08,support_ticket
22091,1020,2026-09-13,login
22092,1020,2025-04-10,login
22093,1020,2025-10-19,login
22094,1020,2025-02-08,login
22095,1020,2026-07-25,login
22096,1020,2026-08-08,login
22097,1020,2026-04-11,login
22098,1020,2026-08-12,support_ticket
22099,1020,2026-01-27,support_ticket
22100,1021,2025-06-13,login
22101,1021,2025-11-11,login
22102,1021,2026-09-25,login
22103,1021,2026-08-25,cart_abandon
22104,1021,2025-10-28,login
22105,1021,2025-09-03,login
22106,1021,2025-12-03,cart_abandon
22107,1021,2026-01-07,cart_abandon
22108,1021,2026-01-20,cart_abandon
22109,1022,2025-09-03,login
22110,1022,2025-08-25,login
22111,1022,2026-03-14,cart_abandon
22112,1022,2025-08-26,login
22113,1022,2026-02-05,login
22114,1022,2025-04-08,login
22115,1022,2025-10-22,login
22116,1022,2025-11-12,login
22117,1022,2026-02-11,login
22118,1022,2026-04-24,cart_abandon
22119,1022,2025-10-23,cart_abandon
22120,1022,2026-06-18,support_ticket
22121,1022,2026-07-27,login
22122,1022,2025-12-06,login
22123,1022,2025-06-27,login
22124,1022,2026-05-06,login
22125,1022,2025-10-18,login
22126,1022,2026-05-21,login
22127,1022,2025-07-29,cart_abandon
22128,1022,2025-07-02,support_ticket
22129,1022,2025-03-05,cart_abandon
22130,1022,2025-06-03,cart_abandon
22131,1022,2025-05-05,login
22132,1022,2025-05-21,support_ticket
22133,1022,2025-10-27,login
22134,1022,2026-01-22,support_ticket
22135,1022,2026-01-25,login
22136,1022,2026-05-04,login
22137,1022,2026-06-28,login
22138,1022,2025-11-10,cart_abandon
22139,1023,2026-03-14,login
22140,1023,2025-09-06,cart_abandon
22141,1023,2025-05-21,login
22142,1023,2025-08-15,login
22143,1023,2025-02-27,cart_abandon
22144,1023,2025-08-20,login
22145,1023,2026-08-26,cart_abandon
22146,1023,2026-02-03,login
22147,1023,2026-07-12,login
22148,1023,2026-09-12,support_ticket
22149,1023,2026-05-20,login
22150,1023,2026-05-06,login
22151,1023,2025-05-03,login
22152,1023,2026-05-02,support_ticket
22153,1023,2025-08-26,cart_abandon
22154,1023,2026-04-30,login
22155,1023,2026-02-13,support_ticket
22156,1023,2026-02-14,login
22157,1023,2025-10-28,cart_abandon
22158,1023,2025-07-21,login
22159,1023,2026-08-26,cart_abandon
22160,1023,2026-04-23,cart_abandon
22161,1023,2026-07-21,login
22162,1023,2025-06-13,cart_abandon
22163,1023,2025-07-11,login
22164,1023,2025-02-20,support_ticket
22165,1023,2026-04-23,login
22166,1023,2025-09-18,login
22167,1023,2025-11-26,cart_abandon
22168,1024,2025-04-09,login
22169,1024,2026-06-20,login
22170,1024,2026-02-08,support_ticket
22171,1024,2025-09-12,login
22172,1024,2025-06-20,login
22173,1024,2025-06-19,cart_abandon
22174,1024,2026-04-05,login
22175,1024,2026-06-09,cart_abandon
22176,1024,2026-07-05,login
22177,1024,2025-06-07,login
22178,1024,2025-10-16,login
22179,1024,2026-03-25,login
22180,1024,2026-05-16,support_ticket
22181,1024,2025-07-22,cart_abandon
22182,1024,2025-03-14,login
22183,1024,2025-08-10,support_ticket
22184,1024,2026-09-06,login
22185,1024,2025-11-04,login
22186,1024,2026-08-08,cart_abandon
22187,1024,2026-09-09,support_ticket
22188,1024,2026-03-20,login
22189,1024,2025-09-23,support_ticket
22190,1024,2025-12-28,login
22191,1024,2026-09-21,login
22192,1024,2025-12-25,login
22193,1024,2025-08-28,login
22194,1024,2026-03-24,login
22195,1024,2025-09-02,login
22196,1024,2025-10-20,cart_abandon
22197,1024,2025-10-17,login
22198,1024,2025-05-21,support_ticket
22199,1024,2026-08-28,login
22200,1024,2026-08-02,login
22201,1024,2025-04-05,login
22202,1024,2025-12-30,login
22203,1024,2026-06-18,support_ticket
22204,1024,2025-10-17,login
22205,1025,2025-05-24,login
22206,1025,2025-07-30,login
22207,1025,2025-12-21,cart_abandon
22208,1025,2025-11-28,login
22209,1025,2025-06-07,login
22210,1025,2025-03-24,cart_abandon
22211,1025,2025-11-26,login
22212,1025,2026-08-16,login
22213,1025,2025-03-23,login
22214,1025,2026-04-01,support_ticket
22215,1025,2026-01-12,login
22216,1025,2026-03-17,login
22217,1025,2026-05-10,login
22218,1025,2025-02-11,cart_abandon
22219,1025,2025-08-30,cart_abandon
22220,1025,2025-08-25,login
22221,1025,2025-04-12,login
22222,1025,2026-07-24,login
22223,1025,2026-08-14,support_ticket
22224,1025,2025-03-07,login
22225,1025,2025-03-30,login
