customer_id,name,segment,region_id,signup_date,status
1266,Cole-Lucero,Mid-Market,1,2026-05-31,churned
1267,Lopez and Sons,SMB,1,2025-05-26,active
1268,"Palmer, Bennett and Patterson",SMB,3,2026-06-15,active
1269,"Baker, Martin and Singleton",Mid-Market,6,2026-06-05,active
1270,Rivera Ltd,Mid-Market,1,2025-07-07,active
1271,Williams LLC,Enterprise,3,2025-03-13,active
1272,"Williams, Randolph and Gilbert",Enterprise,1,2025-10-13,active
1273,"Turner, Tyler and Pierce",Mid-Market,6,2025-08-03,active
1274,Bowers LLC,Mid-Market,5,2026-01-02,churned
1275,"Robinson, White and Jones",Mid-Market,5,2025-03-22,active
1276,"Moore, Daniels and Powell",SMB,5,2025-02-27,churned
1277,Walker-Lewis,Mid-Market,4,2025-10-23,churned
1278,Rivera-Carter,SMB,5,2026-05-13,active
1279,"Moreno, Barajas and Colon",Mid-Market,1,2025-08-10,churned
1280,"Smith, Caldwell and Griffin",Enterprise,6,2025-08-16,active
1281,"Austin, Oliver and Haley",SMB,5,2025-05-11,active
1282,"Blackwell, James and Hogan",Mid-Market,5,2025-07-22,active
1283,Cruz PLC,Enterprise,3,2025-08-01,active
1284,"Campbell, Pruitt and Short",SMB,5,2025-07-08,churned
1285,Robertson-Hicks,SMB,3,2025-08-28,churned
1286,Williams-Villanueva,Enterprise,1,2025-07-22,churned
1287,Flores Inc,Enterprise,6,2026-03-20,active
1288,Jackson PLC,SMB,2,2025-08-24,churned
1289,"Smith, Jones and Santiago",SMB,1,2026-05-04,active
1290,Hancock Group,Mid-Market,4,2026-02-02,active
1291,Harris Ltd,SMB,2,2026-02-24,active
1292,"Rowe, Lucas and Case",SMB,6,2026-01-20,active
1293,"Parks, Johnson and Love",SMB,3,2026-08-14,churned
1294,Miller Inc,SMB,1,2025-07-05,active
1295,Bauer PLC,SMB,6,2026-09-19,active
1296,Andrews and Sons,Mid-Market,4,2025-06-06,churned
1297,Russell-Hayes,Mid-Market,2,2025-04-25,active
1298,Hamilton-Smith,Mid-Market,5,2026-06-16,active
1299,"Wilson, Smith and Cortez",SMB,4,2026-07-28,active
1300,Avila PLC,SMB,1,2025-03-29,active
1301,Haynes Inc,SMB,5,2026-01-30,active
1302,Reilly-Rodriguez,SMB,3,2025-12-08,active
1303,"Turner, Miller and Hubbard",SMB,5,2025-06-14,active
1304,James-Short,SMB,6,2025-12-13,active
1305,Wells PLC,SMB,4,2026-03-23,active
1306,Taylor Group,SMB,5,2026-01-14,churned
1307,"Phillips, Walters and Evans",Mid-Market,2,2025-12-12,active
1308,"Wong, Bernard and Smith",Mid-Market,2,2026-07-22,active
1309,"Thomas, Williams and Armstrong",Enterprise,3,2025-06-17,active
1310,Medina-Arroyo,Mid-Market,6,2026-02-14,active
1311,Clark-Figueroa,SMB,4,2025-08-11,churned
1312,"Cooper, Gutierrez and Brewer",SMB,3,2026-09-14,active
1313,"Thomas, White and Jensen",SMB,5,2025-07-03,churned
1314,Lee-White,SMB,6,2026-07-14,active
1315,"Phelps, York and Randolph",SMB,6,2026-02-19,active
1316,"Murray, Dunn and Roberts",SMB,2,2025-06-11,churned
1317,King and Sons,SMB,5,2026-05-06,active
1318,"Carpenter, Lynn and Howard",SMB,4,2025-06-27,active
1319,"Rios, Garcia and Harvey",Mid-Market,3,2025-07-09,active
1320,Stewart Group,Mid-Market,3,2025-08-28,active
1321,Jensen-Torres,Mid-Market,1,2026-03-21,active
1322,"Hernandez, Knight and Aguirre",Mid-Market,2,2025-09-26,active
1323,Jackson-Edwards,SMB,4,2026-01-11,active
1324,Joseph Ltd,SMB,6,2026-01-02,active
1325,Hill-Ward,Mid-Market,6,2025-05-31,active
1326,"Quinn, Humphrey and Ford",SMB,2,2025-06-21,churned
1327,Hampton-Tucker,SMB,5,2025-08-05,active
1328,Thompson PLC,SMB,1,2025-06-15,churned
1329,Wilkinson and Sons,Enterprise,5,2026-08-11,active
1330,"Gonzalez, Gross and Sims",Mid-Market,3,2025-09-20,active
1331,"Jones, Smith and Hunter",SMB,3,2025-10-04,churned
1332,Hess PLC,Mid-Market,5,2026-03-15,active
1333,Hammond-Lewis,SMB,3,2026-05-24,active
1334,Arnold PLC,SMB,5,2026-03-25,active
1335,"Kennedy, Rowe and Diaz",SMB,4,2026-01-01,churned
1336,Vance PLC,SMB,6,2026-09-15,active
1337,"Vincent, Anderson and Mason",Mid-Market,4,2026-07-31,active
1338,Sanders PLC,SMB,2,2025-06-03,active
1339,Bates PLC,Mid-Market,5,2025-05-08,active
1340,"Martin, Palmer and Griffin",SMB,3,2025-09-27,active
1341,Knight PLC,Mid-Market,4,2026-06-22,churned
1342,"Brennan, Thomas and Dennis",Mid-Market,1,2026-09-08,active
1343,Williams-Juarez,Mid-Market,1,2026-04-02,active
1344,Brown LLC,Mid-Market,4,2026-03-26,churned
1345,Williams and Sons,Enterprise,2,2025-06-22,churned
1346,"Velez, Ward and Harrison",SMB,6,2026-01-25,active
1347,Keith-Williams,Mid-Market,6,2025-05-23,active
1348,"Nguyen, Padilla and Boyd",Mid-Market,5,2025-12-25,churned
1349,Davenport-Baker,SMB,5,2025-05-29,active
1350,"Hudson, Bennett and Gray",SMB,4,2025-03-18,churned
1351,"Valdez, Houston and Black",SMB,1,2026-09-10,active
1352,Kaufman-Walker,SMB,3,2026-07-27,active
1353,Gomez-Parrish,SMB,3,2026-03-23,active
1354,Sparks-Eaton,SMB,6,2026-02-15,active
1355,Shaw and Sons,Mid-Market,2,2025-06-26,active
1356,Martin-Jones,SMB,3,2026-01-13,churned
1357,"Campbell, Hernandez and Moore",Mid-Market,3,2026-04-30,active
1358,"Love, Wilson and Hall",SMB,1,2025-12-24,active
1359,Cortez-Olson,Mid-Market,1,2025-07-21,active
1360,Mendoza-Garza,SMB,3,2025-09-26,active
1361,"Whitaker, Johnson and Williams",SMB,1,2026-06-25,active
1362,"Vargas, Taylor and Hunt",SMB,1,2025-07-05,active
1363,"Thomas, Jackson and Nielsen",Mid-Market,3,2026-09-06,active
1364,"Mullen, Greene and Elliott",SMB,2,2026-05-04,churned
1365,Johns Ltd,Enterprise,4,2026-07-25,active
1366,"Nicholson, Valentine and Robinson",SMB,1,2025-12-06,churned
1367,"Haney, Dillon and Jackson",SMB,2,2025-06-16,churned
1368,Burke-Norton,SMB,3,2025-02-21,churned
1369,Hanson PLC,Mid-Market,6,2025-12-22,churned
1370,Jackson-Jennings,SMB,4,2025-09-30,active
1371,Carlson-Jones,SMB,6,2025-04-10,active
1372,Cruz-Rodriguez,SMB,3,2026-08-17,active
1373,Mills PLC,SMB,3,2026-09-11,active
1374,"Barnes, Hernandez and Davis",SMB,3,2025-09-15,churned
1375,Valenzuela-Greene,Enterprise,6,2026-03-12,active
1376,"Gordon, Wilson and Olson",SMB,6,2025-10-09,churned
1377,Winters PLC,SMB,6,2025-11-29,active
1378,Prince Ltd,Enterprise,5,2026-02-14,active
1379,"Reynolds, Fisher and Golden",SMB,4,2025-10-11,active
1380,"Moreno, Perez and Lang",SMB,4,2026-06-01,churned
1381,Bell-Ballard,Mid-Market,6,2025-05-26,active
1382,"Johnston, Coleman and Scott",Enterprise,2,2026-03-13,churned
1383,Kent Inc,Mid-Market,3,2026-09-19,active
1384,George-Stephens,SMB,6,2026-07-01,active
1385,Lopez-Fletcher,Enterprise,3,2025-02-28,active
1386,Lane Inc,SMB,2,2025-04-11,active
1387,"Smith, Pena and Watts",Enterprise,4,2026-02-17,active
1388,Ortiz-Rodriguez,Mid-Market,2,2026-08-15,active
1389,Pearson-King,Enterprise,6,2026-06-27,active
1390,"Henderson, Diaz and Hill",SMB,6,2026-08-02,churned
1391,"Sanders, Harris and Arnold",SMB,2,2025-05-02,active
1392,"Olson, Wood and Peters",Mid-Market,4,2025-12-12,active
1393,Hinton-Lane,SMB,6,2026-04-16,active
1394,"Sanders, Taylor and Shields",SMB,5,2026-02-14,active
1395,Adkins Group,Enterprise,2,2026-05-17,active
1396,"Avery, Garcia and Romero",Mid-Market,4,2025-06-09,active
1397,Owen-Mendez,SMB,4,2025-11-04,active
1398,"Mann, Martin and Oconnell",SMB,4,2025-10-30,churned
1399,Brock and Sons,SMB,1,2026-08-24,active
1400,Frost-Graham,SMB,2,2025-06-03,churned
1401,Baker LLC,SMB,6,2025-08-17,active
1402,Lynch Ltd,Mid-Market,2,2025-02-14,churned
1403,Arias-Morales,Mid-Market,2,2025-05-03,churned
1404,"Meyer, Dawson and Harper",SMB,2,2026-09-18,active
1405,Bowman Group,SMB,2,2026-06-29,active
1406,Harris Ltd,Mid-Market,1,2025-07-08,active
1407,"Mitchell, Johnson and Greene",Mid-Market,3,2026-04-02,active
1408,"Hale, Gilbert and Craig",Mid-Market,6,2026-01-26,active
1409,Allen-Smith,SMB,1,2026-08-04,active
1410,Miller LLC,Mid-Market,2,2025-08-01,active
1411,Gomez-Foster,SMB,1,2026-09-26,active
1412,"Gonzalez, Smith and Padilla",SMB,4,2025-09-13,active
1413,Dunn Ltd,Mid-Market,2,2026-04-11,active
1414,"Herman, Bailey and Richmond",SMB,5,2025-09-30,churned
1415,Perez-Mccarty,SMB,4,2026-03-14,churned
1416,Spears-Andrews,SMB,5,2025-08-23,active
1417,Thompson-Hunter,SMB,4,2026-06-27,active
1418,"Jones, Phillips and Arroyo",SMB,3,2026-02-22,active
1419,"Frye, Walter and Li",Mid-Market,6,2025-07-25,active
1420,"Wright, Ramos and Bennett",SMB,3,2026-09-06,active
1421,Carrillo-Todd,SMB,6,2026-04-06,active
1422,Maldonado-Mosley,Mid-Market,6,2025-10-18,churned
1423,Olson LLC,SMB,4,2025-04-24,churned
1424,Reyes and Sons,Enterprise,5,2026-09-13,active
1425,"Haynes, Mcbride and Gutierrez",SMB,2,2026-05-04,active
1426,Black-Smith,SMB,5,2026-03-12,active
1427,Wright-Davis,SMB,5,2026-06-20,churned
1428,"Goodman, Peterson and Spencer",Mid-Market,6,2026-02-03,active
1429,Woods LLC,SMB,2,2025-06-21,active
1430,Shannon LLC,Enterprise,5,2025-06-24,active
1431,Valentine Ltd,SMB,3,2025-03-20,active
1432,Porter and Sons,SMB,2,2025-03-11,active
1433,Moss LLC,SMB,2,2026-04-18,active
1434,Perez and Sons,SMB,4,2026-07-02,active
1435,"Kelly, Maxwell and Wilson",SMB,2,2025-05-11,active
1436,Lowe Ltd,SMB,1,2026-01-14,churned
1437,Austin-Duran,SMB,3,2025-04-17,active
1438,"Rubio, Charles and Watson",Mid-Market,4,2025-10-10,active
1439,Vasquez-Galloway,SMB,2,2026-05-26,active
1440,"Melton, Henry and Joyce",SMB,6,2026-06-08,active
1441,"Ramirez, Walker and Ray",SMB,5,2026-08-29,active
1442,Fox Group,SMB,4,2025-08-08,active
1443,Ayers-Johnson,SMB,6,2026-08-29,active
1444,Long-Parks,Mid-Market,3,2026-05-21,active
1445,Bryant Inc,SMB,1,2025-08-25,active
1446,"Holmes, Stewart and Smith",Mid-Market,1,2025-08-18,active
1447,"Clark, Carpenter and Nguyen",SMB,6,2025-04-07,churned
1448,"Hensley, Lopez and Baker",SMB,6,2026-08-13,active
1449,Ruiz-Austin,Mid-Market,5,2025-06-04,active
1450,White-Coleman,SMB,1,2025-07-13,churned
1451,Haynes-Watson,SMB,2,2025-10-09,active
1452,Ramirez-White,Enterprise,1,2025-04-25,churned
1453,Krause Ltd,Enterprise,1,2026-06-04,active
1454,Olsen Ltd,Mid-Market,2,2026-03-31,active
1455,Brock-Peters,SMB,4,2025-05-06,active
1456,Gonzalez-Marsh,SMB,1,2025-05-10,active
1457,"Hernandez, Shaffer and Thompson",Enterprise,6,2025-02-14,active
1458,Taylor-Barry,Enterprise,3,2026-08-30,churned
1459,"Holmes, Le and Floyd",SMB,2,2025-10-23,active
1460,King-Garrison,SMB,4,2026-03-05,churned
1461,Ross Ltd,SMB,5,2025-05-02,active
1462,Brown LLC,SMB,2,2025-06-20,active
1463,Combs-Davis,Mid-Market,1,2025-12-26,active
1464,"Cook, Ward and Castro",SMB,1,2025-06-07,active
1465,Cooper-Jenkins,SMB,6,2026-02-07,active
1466,Dillon-Mccarty,SMB,1,2026-08-14,active
1467,Ray Ltd,SMB,4,2025-08-04,churned
1468,"Ryan, Krause and Mitchell",SMB,3,2026-02-04,churned
1469,Nunez-Freeman,SMB,5,2026-08-09,active
1470,"Griffin, Miller and Austin",SMB,1,2026-07-27,active
1471,Welch-Thomas,Enterprise,6,2025-02-05,active
1472,Davidson LLC,SMB,5,2025-04-08,active
1473,Welch-Duncan,SMB,3,2026-09-21,active
1474,Miller LLC,SMB,2,2026-08-15,active
1475,Edwards Ltd,SMB,6,2025-08-15,churned
1476,Page-Jacobs,SMB,2,2025-12-13,active
1477,Nelson-Wallace,SMB,3,2026-01-14,active
1478,Adkins-Meyer,SMB,3,2026-03-13,active
1479,Gutierrez-White,SMB,2,2026-05-01,active
1480,Martinez and Sons,Mid-Market,3,2025-09-14,active
1481,"King, Manning and Brady",SMB,1,2026-07-25,active
1482,Jackson Inc,SMB,1,2025-03-08,churned
1483,Brown Group,SMB,2,2025-02-20,churned
1484,"Brown, Wise and Warren",SMB,1,2026-09-04,churned
1485,Garcia PLC,SMB,3,2025-05-19,active
1486,Miller Group,SMB,6,2026-09-26,active
1487,Perez-Rojas,SMB,1,2025-07-24,active
1488,Sims-Anderson,SMB,1,2025-09-09,churned
1489,Johnson Ltd,Enterprise,1,2025-02-17,churned
1490,Dalton-Nguyen,Enterprise,4,2026-08-26,churned
1491,Mcdonald-Pitts,Enterprise,2,2025-09-06,churned
1492,Dunn-Taylor,SMB,3,2025-05-13,active
1493,"Ryan, Garza and Bryant",SMB,1,2025-11-20,active
1494,"Fields, Elliott and Mills",SMB,2,2025-05-05,active
1495,"Ferguson, Stout and Olson",SMB,3,2026-05-25,active
1496,Ballard Group,SMB,3,2025-03-17,churned
1497,Diaz-Green,SMB,4,2025-11-30,churned
1498,Smith-Mills,SMB,5,2025-09-26,active
1499,Cooper Group,SMB,3,2025-02-23,active
1500,"Smith, Weeks and Arroyo",SMB,6,2025-03-04,active
1501,Evans-Cannon,Mid-Market,4,2025-12-12,active
1502,Harper-Robles,SMB,2,2025-09-28,active
1503,"Brooks, Jenkins and Castro",Mid-Market,2,2025-04-20,active
1504,Wright-Espinoza,SMB,2,2025-04-25,active
1505,"Price, Gray and Baker",SMB,4,2026-06-03,churned
1506,Garrett-Black,SMB,2,2026-04-19,active
1507,"Aguirre, Cohen and Mitchell",SMB,6,2026-02-04,active
1508,"Patel, Adams and Lopez",SMB,3,2026-06-21,active
1509,White LLC,SMB,6,2025-03-14,churned
1510,Walsh PLC,Mid-Market,5,2026-03-24,active
1511,Nelson-Dean,SMB,3,2026-05-03,active
1512,Flores and Sons,SMB,2,2025-06-02,active
1513,Booker Inc,Enterprise,5,2025-12-23,active
1514,Compton LLC,SMB,2,2026-05-11,churned
1515,Martinez-Gonzales,SMB,2,2026-02-01,active
1516,Hall and Sons,SMB,6,2025-07-02,active
1517,Snyder LLC,SMB,3,2026-03-10,active
1518,Collins-Lloyd,SMB,1,2026-05-07,churned
1519,Ford-Moody,SMB,3,2025-02-06,active
1520,Miller-Christensen,Mid-Market,3,2026-01-10,churned
1521,Brown Group,SMB,6,2025-12-03,active
1522,Daniels and Sons,SMB,5,2025-09-11,active
1523,Huang LLC,SMB,2,2025-02-27,churned
1524,Clayton-Martinez,Enterprise,1,2025-03-23,active
1525,"Wright, Wise and Ramos",Mid-Market,4,2026-05-01,active
1526,"Vang, Gonzalez and Moss",Enterprise,1,2026-06-17,active
1527,Boyd and Sons,Mid-Market,2,2025-10-13,churned
1528,Price-Ali,Mid-Market,1,2026-08-24,churned
1529,Moore-Chandler,SMB,1,2026-08-17,active
1530,"Pineda, Meyer and King",Enterprise,6,2026-03-11,active
1531,"Evans, Ward and Williams",SMB,1,2026-01-19,active
1532,"Robinson, Rodriguez and Chen",SMB,1,2026-09-08,active
1533,Smith-Bauer,Mid-Market,6,2026-02-05,active
1534,"Wilson, Mccormick and Smith",SMB,2,2026-08-21,active
1535,Perkins Ltd,SMB,5,2026-09-17,active
1536,Barker-Moore,SMB,1,2025-05-29,active
1537,Wright Group,SMB,1,2026-03-08,active
1538,Parks LLC,Mid-Market,1,2026-04-20,churned
1539,"Brown, Kelly and Moore",SMB,5,2026-06-12,active
1540,"Moody, Martinez and Hall",Mid-Market,4,2025-08-31,churned
1541,"Kramer, Sherman and Trujillo",SMB,3,2026-07-08,active
1542,Quinn-Smith,Mid-Market,2,2025-11-23,active
1543,Howard-Taylor,SMB,1,2025-09-23,active
1544,Washington Group,Enterprise,4,2025-05-07,active
1545,"Phillips, Terry and Lopez",SMB,2,2025-08-14,active
1546,Stephens LLC,SMB,4,2026-09-14,active
1547,"Mcdonald, Dillon and George",SMB,5,2026-04-11,churned
1548,"Martin, Schmidt and Cole",SMB,6,2026-04-17,active
1549,Weaver-Gibson,SMB,3,2026-07-28,active
1550,"Hunter, Gross and Andrade",Mid-Market,1,2025-07-12,active
1551,"Vincent, Parsons and Allen",Enterprise,2,2026-03-08,active
1552,"Brown, Coffey and Fuentes",Mid-Market,6,2025-09-14,active
1553,Warren Group,SMB,4,2026-06-29,churned
1554,"Moore, Campbell and Ortiz",SMB,4,2025-10-15,churned
1555,Rodriguez-Mills,Mid-Market,3,2026-07-04,active
1556,Williams and Sons,Mid-Market,1,2026-04-30,active
1557,Russo and Sons,SMB,6,2026-05-14,active
1558,Washington Inc,Enterprise,5,2026-08-15,active
1559,Duncan Group,SMB,6,2026-05-26,active
1560,"Burns, Hanson and Garza",Mid-Market,6,2025-08-14,active
1561,Diaz PLC,Enterprise,2,2025-12-14,churned
1562,"Jones, Conrad and Clark",Mid-Market,2,2025-11-14,active
1563,Hebert-Collier,SMB,2,2025-03-12,churned
1564,Owen-Brown,SMB,6,2026-01-26,active
1565,"Paul, Zamora and Short",SMB,4,2025-10-24,active
1566,"Brown, Jensen and Rice",Mid-Market,3,2025-09-27,active
1567,"Jones, Torres and Blackburn",SMB,6,2025-04-08,churned
1568,"Davis, Hardy and Schmidt",Mid-Market,4,2025-12-03,active
1569,Lee Ltd,Enterprise,6,2026-01-17,churned
1570,Hudson and Sons,SMB,6,2025-04-06,churned
1571,"Curry, Perry and Garcia",SMB,1,2026-02-20,active
1572,"Ray, Craig and Park",Mid-Market,3,2025-05-13,churned
1573,Andrade-Jackson,SMB,5,2025-04-29,active
1574,Pierce PLC,SMB,5,2025-10-02,active
1575,Sandoval-Ferguson,SMB,1,2025-09-24,active
1576,"Ramos, Gomez and Edwards",SMB,2,2026-08-09,active
1577,Kirk-Gutierrez,Mid-Market,4,2025-03-14,active
1578,"Jordan, Swanson and Franklin",SMB,5,2025-08-31,active
1579,"Gardner, Brooks and Pierce",SMB,1,2026-04-22,churned
1580,"King, Nixon and West",SMB,4,2025-07-02,active
1581,Smith-Johnson,SMB,2,2026-09-18,active
1582,Larson-Holmes,SMB,2,2026-04-27,churned
1583,Smith-Joyce,Mid-Market,4,2026-08-28,active
1584,Foley Inc,SMB,3,2026-08-30,churned
1585,"Short, Ellison and Dixon",SMB,4,2025-04-08,churned
1586,"Howe, Moore and Johnson",Enterprise,2,2025-11-06,active
1587,Moore-Baker,SMB,5,2026-04-28,churned
1588,"Wright, Scott and Evans",Mid-Market,1,2025-02-06,churned
1589,"Ross, Hardin and Navarro",SMB,6,2025-11-01,active
1590,"Nguyen, Olson and Freeman",SMB,1,2026-03-25,active
1591,"Warner, Weiss and Davis",SMB,5,2026-05-27,active
1592,"Evans, Cross and Johnston",Mid-Market,3,2025-10-10,active
1593,Deleon LLC,Mid-Market,3,2026-07-08,churned
1594,Hobbs-Hamilton,SMB,1,2026-03-16,active
1595,Kane and Sons,SMB,5,2025-02-28,active
1596,"Delgado, Guzman and Smith",SMB,1,2025-07-19,active
1597,"Reyes, Torres and Williams",SMB,4,2026-08-23,active
1598,"Cunningham, Murphy and Wolfe",Mid-Market,5,2025-02-02,churned
1599,Williams Ltd,Mid-Market,6,2025-04-07,active
1600,Maddox-Mullins,Enterprise,5,2025-08-28,churned
1601,"Wagner, Walker and Roberts",SMB,2,2026-09-26,active
1602,Hernandez-Rogers,Mid-Market,5,2026-04-04,active
1603,Duncan-Williams,SMB,5,2025-05-01,churned
1604,Baker-Ross,SMB,2,2025-09-27,active
1605,Ayala-Anderson,Enterprise,1,2026-08-24,active
1606,Castillo and Sons,SMB,6,2025-06-13,active
1607,Foster-Duncan,Mid-Market,1,2026-01-15,active
1608,"Gilbert, Fitzgerald and Sanchez",Mid-Market,4,2025-11-09,active
1609,Adams Group,Enterprise,2,2026-05-07,active
1610,Cohen-Johnston,SMB,1,2026-05-02,active
1611,Powers Group,SMB,5,2026-06-20,active
1612,Bailey-Flores,Mid-Market,1,2025-04-14,active
1613,"Rios, Carrillo and Jackson",Mid-Market,5,2025-11-03,active
1614,Jensen-Branch,SMB,5,2026-03-27,active
1615,Hanson-Alexander,Mid-Market,1,2025-10-12,active
1616,Gonzalez LLC,SMB,2,2026-03-12,active
1617,Todd Inc,SMB,5,2026-02-21,active
1618,Singh and Sons,Mid-Market,4,2025-09-13,active
1619,"Mcintosh, Melton and Wilkins",SMB,1,2025-04-02,active
1620,Cooper Inc,SMB,6,2026-09-12,churned
1621,Cole-Johnson,Enterprise,2,2026-06-16,active
1622,Singh and Sons,Mid-Market,1,2026-07-28,active
1623,Payne LLC,Mid-Market,6,2025-08-01,active
1624,"Webb, Blair and Thomas",SMB,1,2025-08-11,active
1625,"Barnett, Bennett and Escobar",Enterprise,4,2025-08-16,active
1626,"Williams, Jackson and Campbell",SMB,6,2025-02-19,active
1627,"Williamson, Brown and Pena",SMB,4,2025-05-14,active
1628,Jones Ltd,SMB,4,2025-08-06,active
1629,Alvarado-Durham,Mid-Market,3,2026-09-22,active
1630,Lin-Smith,Enterprise,1,2025-06-05,active
1631,"Hughes, Whitney and Romero",Mid-Market,4,2025-12-05,active
1632,"Garcia, Stewart and Delacruz",Mid-Market,6,2025-12-29,active
1633,"Miller, Gonzalez and Rasmussen",SMB,1,2025-09-07,active
1634,"House, Smith and Wright",SMB,6,2026-08-11,active
1635,"Torres, Burns and Garner",SMB,3,2025-03-29,active
1636,Reed LLC,SMB,4,2026-07-13,active
1637,Garrett-Young,SMB,1,2026-04-27,active
1638,"Hill, Brown and Scott",Mid-Market,4,2025-08-05,active
1639,Zamora-Briggs,Mid-Market,2,2026-05-12,active
1640,Raymond LLC,Mid-Market,2,2025-10-18,active
1641,Hernandez Group,SMB,5,2026-09-12,churned
1642,"Taylor, Blair and Meyer",SMB,1,2025-02-23,churned
1643,"Salazar, Garrett and Perez",SMB,3,2025-02-19,churned
1644,Berry Group,SMB,4,2025-12-27,active
1645,Browning-Murphy,SMB,1,2026-08-19,active
1646,"Anderson, Delgado and Carpenter",SMB,2,2025-03-11,active
1647,"Mcbride, Huffman and Parker",SMB,3,2026-05-18,active
1648,"Roach, Browning and Jordan",Mid-Market,4,2026-08-23,active
1649,Douglas PLC,SMB,6,2025-11-22,active
1650,Stewart PLC,SMB,6,2026-07-11,active
1651,"Fry, Wilson and Stewart",SMB,2,2026-05-05,active
1652,Acosta LLC,SMB,1,2025-06-10,active
1653,Ali-Turner,SMB,1,2026-07-03,active
1654,"Peck, Shannon and Mahoney",SMB,4,2026-03-31,active
1655,Hernandez-Lopez,SMB,1,2025-02-08,active
1656,Lopez PLC,SMB,2,2026-01-11,active
1657,"Adams, Bradley and Hall",Enterprise,6,2026-03-04,churned
1658,Hall Inc,SMB,6,2026-06-01,active
1659,Miller-Chan,SMB,6,2026-05-14,churned
1660,Shaw PLC,SMB,2,2025-11-16,active
1661,Joseph-Brooks,SMB,4,2025-08-01,active
1662,Henry-Taylor,SMB,4,2025-05-28,churned
1663,Perez Group,Mid-Market,2,2025-03-26,active
1664,Schaefer Group,SMB,4,2026-02-23,active
1665,Newton and Sons,Mid-Market,4,2026-09-05,active
1666,Jones Group,SMB,3,2025-03-21,active
1667,"Burns, Nguyen and Ellis",SMB,5,2026-04-02,active
1668,Patterson Inc,SMB,5,2026-01-21,active
1669,"Moss, James and Edwards",SMB,4,2025-05-16,active
1670,"Crosby, Armstrong and Herrera",SMB,5,2025-06-09,active
1671,"Liu, Buchanan and Meyer",Enterprise,5,2025-07-23,active
1672,Bryant-Rich,Mid-Market,4,2026-03-23,active
1673,Stone Group,Enterprise,2,2025-07-31,churned
1674,"Williams, Hughes and Hubbard",SMB,5,2026-06-17,active
1675,Lee Group,Mid-Market,5,2025-09-13,active
1676,Wilkerson-Ayala,SMB,6,2025-04-08,active
1677,Murray-Henderson,Mid-Market,1,2025-03-30,churned
1678,"Ellison, Vaughn and Mckee",Enterprise,3,2025-10-01,active
1679,Gallegos-Hayes,Mid-Market,6,2025-10-06,churned
1680,"Mason, White and Richards",Mid-Market,4,2026-04-21,active
1681,"Payne, Long and Morris",Mid-Market,6,2025-11-18,active
1682,White PLC,SMB,1,2025-05-11,churned
1683,"Huang, Khan and Davis",Mid-Market,1,2025-06-10,active
1684,Holt-Meadows,SMB,5,2026-01-10,active
1685,Higgins Inc,Enterprise,3,2025-08-22,active
1686,Wilson Group,Mid-Market,4,2026-03-15,active
1687,"Cox, Mills and Cruz",SMB,3,2026-08-14,churned
1688,"Salazar, Moore and Pierce",SMB,3,2025-09-04,churned
1689,Tate LLC,SMB,6,2026-01-01,active
1690,"Savage, Huffman and Martin",SMB,1,2026-06-20,active
1691,White Ltd,SMB,5,2025-06-08,active
1692,Barnes LLC,Mid-Market,6,2025-12-07,churned
1693,"Mack, Griffin and Sims",SMB,4,2025-08-04,active
1694,Roach and Sons,Mid-Market,3,2026-02-15,active
1695,Dean LLC,SMB,1,2026-04-27,active
1696,Ellis Group,SMB,5,2025-04-27,active
1697,"Aguirre, Franklin and Snyder",SMB,3,2025-05-25,churned
1698,Chapman Group,Mid-Market,1,2025-02-15,churned
1699,Ortiz-Miller,SMB,3,2025-02-08,active
1700,"Smith, Khan and Ramirez",SMB,6,2025-03-03,active
1701,"Grant, Bryan and Williams",SMB,2,2026-04-05,active
1702,Brown LLC,Mid-Market,2,2026-08-02,active
1703,Thomas Inc,SMB,5,2025-10-07,active
1704,"Lane, Morrison and Rivera",Mid-Market,2,2026-07-20,active
1705,Williams Group,Mid-Market,6,2026-04-19,active
1706,Martin LLC,Mid-Market,6,2026-06-05,active
1707,"Guerrero, Graves and Armstrong",SMB,6,2026-04-25,active
1708,"Thompson, Gibson and Riley",SMB,6,2025-06-01,active
1709,Davis LLC,SMB,2,2025-12-15,active
1710,Richardson-Gray,SMB,2,2025-12-16,churned
1711,Chang PLC,Mid-Market,3,2026-02-24,active
1712,Carter and Sons,SMB,3,2026-05-29,active
1713,Neal LLC,SMB,6,2025-04-10,active
1714,Rose-Warren,SMB,5,2026-03-16,active
1715,"Clark, Brown and Duncan",SMB,4,2026-06-20,active
1716,"Rice, Miller and Ramsey",SMB,6,2025-04-12,active
1717,"Peck, Andersen and Mitchell",Mid-Market,4,2025-10-10,churned
1718,"Abbott, Green and Andrews",SMB,3,2026-07-28,active
1719,"Gomez, Anderson and Hart",Enterprise,3,2025-02-15,active
1720,"Daniel, Jimenez and Morton",Mid-Market,4,2025-05-09,active
1721,"Hall, Roberts and Lee",SMB,1,2026-06-03,active
1722,Johnson Ltd,SMB,5,2025-05-16,active
1723,Mclaughlin and Sons,SMB,4,2026-04-02,active
1724,"Duarte, Gutierrez and Cook",SMB,5,2026-08-01,churned
1725,"Shaffer, Lewis and Davidson",SMB,4,2025-11-30,churned
1726,"Campbell, Tyler and Parker",Mid-Market,5,2025-11-21,active
1727,"Pierce, Wang and Wilson",Mid-Market,6,2025-10-18,active
