payment_id,order_id,amount,method,paid_at
1220,8006,5995.62,credit_card,2026-02-08 12:00:00
1221,8883,1520.56,ach,2026-03-23 12:00:00
1222,8291,1793.94,credit_card,2026-02-13 12:00:00
1223,1069,1847.88,credit_card,2025-03-15 12:00:00
1224,7898,4715.04,ach,2026-02-06 12:00:00
1225,10939,1147.38,credit_card,2026-07-24 12:00:00
1226,2184,4124.63,wire,2025-05-29 12:00:00
1227,12180,1004.05,invoice,2026-09-08 12:00:00
1228,10549,1626.54,invoice,2026-06-07 12:00:00
1229,10687,4500.79,ach,2026-06-19 12:00:00
1230,3609,727.68,invoice,2025-07-21 12:00:00
1231,7317,1303.06,wire,2026-01-07 12:00:00
1232,8669,4475.7,credit_card,2026-03-20 12:00:00
1233,5826,2437.42,invoice,2025-11-17 12:00:00
1234,10224,3542.42,wire,2026-05-18 12:00:00
1235,6154,3348.85,wire,2025-11-08 12:00:00
1236,7608,3974.58,wire,2026-01-12 12:00:00
1237,2103,2447.74,credit_card,2025-05-28 12:00:00
1238,4609,4100.18,ach,2025-10-05 12:00:00
1239,8630,2189.14,wire,2026-03-03 12:00:00
1240,10507,3154.08,wire,2026-06-13 12:00:00
1241,11053,2417.72,credit_card,2026-07-13 12:00:00
1242,5904,2152.24,wire,2025-11-23 12:00:00
1243,10931,960.83,ach,2026-07-07 12:00:00
1244,10214,2800.28,invoice,2026-05-26 12:00:00
1245,11220,6034.48,invoice,2026-07-29 12:00:00
1246,4439,371.6,ach,2025-09-26 12:00:00
1247,5925,1891.09,invoice,2025-11-17 12:00:00
1248,3091,600.06,wire,2025-06-26 12:00:00
1249,2070,3383.43,ach,2025-05-26 12:00:00
1250,4093,2373.52,wire,2025-08-26 12:00:00
1251,421,4905.4,wire,2025-02-07 12:00:00
1252,9613,1247.32,ach,2026-04-11 12:00:00
1253,6724,2286.01,invoice,2025-12-19 12:00:00
1254,12732,2764.61,credit_card,2026-09-28 12:00:00
1255,1048,4961.66,ach,2025-03-01 12:00:00
1256,857,2299.01,ach,2025-03-13 12:00:00
1257,8372,1029.83,wire,2026-02-15 12:00:00
1258,7534,4277.59,invoice,2026-02-03 12:00:00
1259,2665,1288.85,credit_card,2025-06-27 12:00:00
1260,2555,1532.85,invoice,2025-06-05 12:00:00
1261,9710,4940.25,credit_card,2026-05-19 12:00:00
1262,9945,1328.53,invoice,2026-05-15 12:00:00
1263,9448,1507.35,ach,2026-04-23 12:00:00
1264,5693,1305.8,invoice,2025-11-30 12:00:00
1265,8167,4765.57,ach,2026-02-25 12:00:00
1266,5373,2950.11,wire,2025-10-25 12:00:00
1267,1414,140.58,credit_card,2025-04-29 12:00:00
1268,1140,1361.05,credit_card,2025-03-22 12:00:00
1269,12026,3338.17,invoice,2026-08-07 12:00:00
1270,3860,1743.52,ach,2025-08-27 12:00:00
1271,6713,4620.14,ach,2025-12-23 12:00:00
1272,2320,1575.27,ach,2025-05-08 12:00:00
1273,6959,1173.36,invoice,2025-12-28 12:00:00
1274,108,3019.12,ach,2025-02-15 12:00:00
1275,9016,3345.53,credit_card,2026-04-01 12:00:00
1276,5744,3205.4,invoice,2025-12-03 12:00:00
1277,10374,2927.62,wire,2026-06-29 12:00:00
1278,3449,2379.58,ach,2025-07-29 12:00:00
1279,10849,2305.03,invoice,2026-06-08 12:00:00
1280,10144,3225.68,wire,2026-05-25 12:00:00
1281,3434,2632.8,invoice,2025-07-12 12:00:00
1282,10411,4965.98,wire,2026-06-28 12:00:00
1283,9277,907.22,invoice,2026-04-10 12:00:00
1284,1386,194.66,ach,2025-04-22 12:00:00
1285,6301,980.39,credit_card,2025-11-10 12:00:00
1286,218,1355.16,wire,2025-02-23 12:00:00
1287,10338,1033.41,wire,2026-06-08 12:00:00
1288,7837,2283.15,ach,2026-02-18 12:00:00
1289,7029,2194.42,invoice,2025-12-08 12:00:00
1290,7301,3049.4,wire,2026-01-01 12:00:00
1291,9419,1377.3,credit_card,2026-04-08 12:00:00
1292,3387,665.95,credit_card,2025-07-08 12:00:00
1293,3316,6790.5,invoice,2025-07-28 12:00:00
1294,511,1922.12,wire,2025-02-09 12:00:00
1295,701,6451.58,wire,2025-04-03 12:00:00
1296,170,710.63,credit_card,2025-02-17 12:00:00
1297,11027,2547.78,ach,2026-07-27 12:00:00
1298,7372,702.9,wire,2026-01-17 12:00:00
1299,1278,5308.16,credit_card,2025-05-02 12:00:00
1300,574,248.5,invoice,2025-02-24 12:00:00
1301,40,2779.68,invoice,2025-02-04 12:00:00
1302,2992,892.19,credit_card,2025-06-24 12:00:00
1303,11246,350.8,credit_card,2026-08-04 12:00:00
1304,5991,5303.68,ach,2025-11-27 12:00:00
1305,933,111.41,wire,2025-03-05 12:00:00
1306,3038,1910.45,ach,2025-06-12 12:00:00
1307,2597,2409.5,ach,2025-06-04 12:00:00
1308,5359,3601.65,invoice,2025-10-06 12:00:00
1309,5747,474.66,wire,2025-11-18 12:00:00
1310,1622,4215.54,credit_card,2025-04-07 12:00:00
1311,347,942.25,invoice,2025-02-05 12:00:00
1312,6235,1859.35,ach,2025-11-30 12:00:00
1313,7160,2820.9,invoice,2025-12-25 12:00:00
1314,7211,1733.38,wire,2025-12-11 12:00:00
1315,7592,2147.25,invoice,2026-02-02 12:00:00
1316,9230,5169.11,credit_card,2026-04-12 12:00:00
1317,8373,299.58,invoice,2026-02-19 12:00:00
1318,1483,4163.59,ach,2025-04-21 12:00:00
1319,10212,2861.45,invoice,2026-05-07 12:00:00
1320,4105,4756.84,invoice,2025-08-22 12:00:00
1321,2589,7764.75,wire,2025-06-12 12:00:00
1322,4848,2538.81,credit_card,2025-09-23 12:00:00
1323,11627,883.66,credit_card,2026-08-05 12:00:00
1324,5501,472.15,invoice,2025-10-28 12:00:00
1325,9223,953.72,ach,2026-04-11 12:00:00
1326,12583,1872.48,credit_card,2026-09-26 12:00:00
1327,3147,692.98,credit_card,2025-07-07 12:00:00
1328,2202,3805.08,ach,2025-05-04 12:00:00
1329,972,4010.47,wire,2025-03-25 12:00:00
1330,7963,2032.51,wire,2026-02-24 12:00:00
1331,4618,6999.08,credit_card,2025-09-28 12:00:00
1332,5332,1470.96,wire,2025-10-22 12:00:00
1333,8546,3404.39,credit_card,2026-03-07 12:00:00
1334,1202,3918.42,credit_card,2025-03-30 12:00:00
1335,11413,2622.07,wire,2026-07-03 12:00:00
1336,5039,4294.72,wire,2025-10-23 12:00:00
1337,9146,5756.17,ach,2026-04-18 12:00:00
1338,3541,6143.84,ach,2025-07-05 12:00:00
1339,4953,1369.68,invoice,2025-09-17 12:00:00
1340,5688,1039.55,ach,2025-11-27 12:00:00
1341,10613,5781.22,invoice,2026-06-28 12:00:00
1342,11763,1751.19,credit_card,2026-08-09 12:00:00
1343,6206,438.5,ach,2025-11-12 12:00:00
1344,4680,879.28,credit_card,2025-09-04 12:00:00
1345,10682,4328.38,invoice,2026-06-11 12:00:00
1346,12751,3102.7,credit_card,2026-09-06 12:00:00
1347,2022,340.5,wire,2025-05-28 12:00:00
1348,11503,517.56,invoice,2026-07-06 12:00:00
1349,11544,263.1,ach,2026-08-05 12:00:00
1350,3078,2274.5,ach,2025-06-01 12:00:00
1351,7664,2898.98,invoice,2026-01-21 12:00:00
1352,4585,249.13,wire,2025-09-22 12:00:00
1353,2440,4430.05,invoice,2025-05-14 12:00:00
1354,2902,1111.5,credit_card,2025-06-21 12:00:00
1355,11019,3097.17,wire,2026-07-03 12:00:00
1356,7199,3873.49,credit_card,2025-12-14 12:00:00
1357,6927,2619.73,wire,2025-12-22 12:00:00
1358,11525,3265.73,wire,2026-07-15 12:00:00
1359,4521,1389.24,invoice,2025-09-17 12:00:00
1360,11355,3448.49,invoice,2026-07-24 12:00:00
1361,6291,820.65,ach,2025-11-05 12:00:00
1362,2565,1638.89,ach,2025-06-30 12:00:00
1363,3533,3939.52,invoice,2025-07-19 12:00:00
1364,6799,3098.92,credit_card,2025-12-26 12:00:00
1365,4815,3020.78,wire,2025-09-27 12:00:00
1366,7792,2198.2,ach,2026-02-03 12:00:00
1367,8431,3495.17,invoice,2026-03-19 12:00:00
1368,1351,1590.58,ach,2025-04-27 12:00:00
1369,8058,1774.3,invoice,2026-02-26 12:00:00
1370,1328,2740.93,invoice,2025-04-20 12:00:00
1371,6443,1516.5,credit_card,2025-11-22 12:00:00
1372,10468,1973.29,credit_card,2026-06-24 12:00:00
1373,1594,2462.72,ach,2025-05-04 12:00:00
1374,5982,3707.63,ach,2025-11-16 12:00:00
1375,9744,2976.64,wire,2026-05-09 12:00:00
1376,211,2252.48,invoice,2025-02-28 12:00:00
1377,9076,3528.45,credit_card,2026-04-25 12:00:00
1378,4919,3264.36,ach,2025-09-17 12:00:00
1379,652,242.12,ach,2025-03-07 12:00:00
1380,10802,2848.25,credit_card,2026-06-17 12:00:00
1381,11478,533.24,ach,2026-07-13 12:00:00
1382,6670,1076.08,invoice,2025-12-26 12:00:00
1383,8141,1624.46,wire,2026-02-15 12:00:00
1384,5145,991.46,credit_card,2025-10-30 12:00:00
1385,3026,3422.45,credit_card,2025-06-27 12:00:00
1386,5221,2777.05,wire,2025-10-15 12:00:00
1387,5630,708.49,invoice,2025-11-27 12:00:00
1388,10929,3016.52,invoice,2026-07-26 12:00:00
1389,10552,3048.38,ach,2026-06-07 12:00:00
1390,2808,4548.93,ach,2025-06-10 12:00:00
1391,8652,1703.21,credit_card,2026-04-01 12:00:00
1392,485,1331.48,wire,2025-02-06 12:00:00
1393,5698,4215.71,invoice,2025-12-03 12:00:00
1394,12727,1632.74,credit_card,2026-09-21 12:00:00
1395,10371,5654.05,wire,2026-06-22 12:00:00
1396,399,1618.7,credit_card,2025-02-26 12:00:00
1397,5021,2143.88,credit_card,2025-10-30 12:00:00
1398,4090,2525.56,wire,2025-09-01 12:00:00
1399,909,1515.52,invoice,2025-03-25 12:00:00
1400,2610,2219.38,credit_card,2025-06-05 12:00:00
1401,8315,497.51,invoice,2026-02-04 12:00:00
1402,593,225.88,credit_card,2025-02-15 12:00:00
1403,1251,1398.54,invoice,2025-04-27 12:00:00
1404,12439,2353.08,invoice,2026-09-25 12:00:00
1405,2125,294.43,wire,2025-05-24 12:00:00
1406,2508,5420.71,invoice,2025-06-13 12:00:00
1407,4393,2107.24,wire,2025-09-18 12:00:00
1408,12701,571.33,credit_card,2026-09-17 12:00:00
1409,2253,5142.68,invoice,2025-05-06 12:00:00
1410,10540,2174.15,credit_card,2026-06-29 12:00:00
1411,3956,4815.77,wire,2025-08-10 12:00:00
1412,12621,2016.58,credit_card,2026-09-10 12:00:00
1413,2577,4650.98,credit_card,2025-06-09 12:00:00
1414,5606,3918.17,invoice,2025-11-03 12:00:00
1415,5708,1455.64,wire,2025-11-01 12:00:00
1416,765,1283.96,wire,2025-03-28 12:00:00
1417,4666,4925.99,invoice,2025-09-15 12:00:00
1418,583,5186.85,ach,2025-03-05 12:00:00
1419,2865,2306.72,wire,2025-06-26 12:00:00
1420,10668,1599.45,wire,2026-06-06 12:00:00
1421,2997,2725.35,credit_card,2025-06-14 12:00:00
1422,5707,3624.26,invoice,2025-11-25 12:00:00
1423,8864,2455.92,invoice,2026-03-18 12:00:00
1424,12456,2505.08,invoice,2026-09-05 12:00:00
1425,4177,1707.4,ach,2025-08-29 12:00:00
1426,10713,2881.79,wire,2026-06-22 12:00:00
1427,4744,2121.78,ach,2025-09-26 12:00:00
1428,5949,610.85,ach,2025-11-27 12:00:00
1429,3976,2109.4,invoice,2025-08-09 12:00:00
1430,9028,3213.68,ach,2026-03-31 12:00:00
1431,12192,1170.23,wire,2026-09-11 12:00:00
1432,7472,148.07,ach,2026-01-29 12:00:00
1433,5779,6398.78,ach,2025-11-08 12:00:00
1434,10014,595.86,wire,2026-05-10 12:00:00
1435,11400,3525.65,ach,2026-07-18 12:00:00
1436,5258,2885.8,ach,2025-11-02 12:00:00
1437,5588,3098.4,invoice,2025-10-05 12:00:00
1438,7224,2647.54,invoice,2025-12-22 12:00:00
1439,8349,487.39,ach,2026-02-11 12:00:00
1440,6499,1956.74,credit_card,2025-12-18 12:00:00
1441,9754,393.46,ach,2026-05-26 12:00:00
1442,7290,1990.04,wire,2025-12-22 12:00:00
1443,5358,681.31,ach,2025-10-05 12:00:00
1444,9564,6116.71,credit_card,2026-05-04 12:00:00
1445,2436,1549.2,invoice,2025-05-27 12:00:00
1446,11986,1071.39,credit_card,2026-08-26 12:00:00
1447,6518,2601.55,invoice,2026-01-01 12:00:00
1448,2128,566.94,wire,2025-05-07 12:00:00
1449,1276,2626.49,wire,2025-04-19 12:00:00
1450,9424,4675.53,invoice,2026-04-30 12:00:00
1451,10795,2683.51,wire,2026-06-12 12:00:00
1452,2445,3654.05,invoice,2025-05-24 12:00:00
1453,5913,3386.72,wire,2025-11-24 12:00:00
1454,5377,6922.81,wire,2025-11-03 12:00:00
1455,2535,1755.38,credit_card,2025-06-29 12:00:00
1456,8750,4880.44,invoice,2026-03-28 12:00:00
1457,1656,3863.03,invoice,2025-05-01 12:00:00
1458,3854,4289.38,credit_card,2025-08-08 12:00:00
1459,1370,1644.69,invoice,2025-04-14 12:00:00
1460,741,227.0,credit_card,2025-03-25 12:00:00
1461,3060,830.94,wire,2025-06-20 12:00:00
1462,1189,2987.5,invoice,2025-03-06 12:00:00
1463,8742,8948.78,ach,2026-03-16 12:00:00
1464,7499,2764.76,wire,2026-01-26 12:00:00
1465,4834,3822.73,ach,2025-09-14 12:00:00
1466,7238,3733.09,wire,2025-12-19 12:00:00
1467,2471,830.94,invoice,2025-05-10 12:00:00
1468,10692,1925.67,credit_card,2026-06-28 12:00:00
1469,6089,2753.03,invoice,2025-11-09 12:00:00
1470,5166,2060.99,wire,2025-10-28 12:00:00
1471,2537,3524.64,ach,2025-06-04 12:00:00
1472,10013,4033.07,invoice,2026-05-30 12:00:00
1473,8737,959.11,wire,2026-03-22 12:00:00
1474,4780,2195.96,credit_card,2025-10-02 12:00:00
1475,4711,5133.01,invoice,2025-09-22 12:00:00
1476,11075,3209.9,wire,2026-07-08 12:00:00
1477,3155,5505.67,wire,2025-07-18 12:00:00
1478,3922,5775.27,ach,2025-08-24 12:00:00
1479,12309,363.92,ach,2026-10-03 12:00:00
1480,3489,3668.43,ach,2025-07-23 12:00:00
1481,3574,762.71,wire,2025-07-15 12:00:00
1482,8383,3941.78,invoice,2026-02-18 12:00:00
1483,8301,3378.8,invoice,2026-02-14 12:00:00
1484,3985,4890.01,wire,2025-08-13 12:00:00
1485,3354,1549.2,credit_card,2025-07-01 12:00:00
1486,6153,3413.87,credit_card,2025-11-10 12:00:00
1487,4345,1550.03,invoice,2025-08-21 12:00:00
1488,7380,4266.51,invoice,2026-01-23 12:00:00
1489,11624,3862.8,credit_card,2026-08-05 12:00:00
1490,8268,1285.23,wire,2026-02-24 12:00:00
1491,7817,4226.03,invoice,2026-02-12 12:00:00
1492,6725,335.12,credit_card,2026-01-03 12:00:00
1493,10218,3550.97,invoice,2026-05-17 12:00:00
1494,249,2536.64,credit_card,2025-02-22 12:00:00
1495,7742,1680.04,credit_card,2026-01-11 12:00:00
1496,10184,4691.17,wire,2026-05-25 12:00:00
1497,9849,3036.68,invoice,2026-05-13 12:00:00
1498,563,2707.88,invoice,2025-02-28 12:00:00
1499,4608,2097.19,credit_card,2025-09-23 12:00:00
1500,12093,2392.69,wire,2026-09-03 12:00:00
1501,11903,1821.16,ach,2026-08-07 12:00:00
1502,10290,2728.94,ach,2026-06-24 12:00:00
1503,11393,2714.23,credit_card,2026-07-18 12:00:00
1504,915,1132.97,ach,2025-03-24 12:00:00
1505,12112,654.14,credit_card,2026-08-30 12:00:00
1506,10705,3812.41,invoice,2026-06-16 12:00:00
1507,7862,3372.21,credit_card,2026-02-23 12:00:00
1508,11403,3215.16,invoice,2026-07-25 12:00:00
1509,4982,848.6,credit_card,2025-09-28 12:00:00
1510,5901,1153.1,credit_card,2025-11-14 12:00:00
1511,4112,2051.36,invoice,2025-08-25 12:00:00
1512,4340,3644.98,ach,2025-08-07 12:00:00
1513,863,5724.14,invoice,2025-03-10 12:00:00
1514,5712,5177.68,credit_card,2025-11-07 12:00:00
1515,8483,5502.12,ach,2026-03-31 12:00:00
1516,9676,1233.89,invoice,2026-05-10 12:00:00
1517,2418,2287.05,wire,2025-05-06 12:00:00
1518,1321,3654.93,credit_card,2025-04-30 12:00:00
1519,11813,4936.74,credit_card,2026-08-23 12:00:00
1520,11269,2881.11,ach,2026-07-31 12:00:00
1521,1497,2513.24,invoice,2025-04-14 12:00:00
1522,6419,2946.47,credit_card,2025-11-07 12:00:00
1523,1596,5082.78,wire,2025-04-26 12:00:00
1524,181,967.36,credit_card,2025-02-18 12:00:00
1525,9940,1701.68,wire,2026-05-16 12:00:00
1526,2612,2881.75,invoice,2025-07-05 12:00:00
1527,2685,3620.76,credit_card,2025-06-28 12:00:00
1528,6696,3978.22,wire,2025-12-28 12:00:00
1529,9420,4179.84,wire,2026-04-15 12:00:00
1530,8038,7674.15,credit_card,2026-02-24 12:00:00
1531,4694,474.66,ach,2025-09-23 12:00:00
1532,7437,4653.05,invoice,2026-01-31 12:00:00
1533,12537,4234.25,invoice,2026-09-22 12:00:00
1534,1400,229.64,invoice,2025-04-13 12:00:00
1535,8020,2861.47,wire,2026-02-17 12:00:00
1536,12369,2048.84,wire,2026-09-19 12:00:00
1537,7557,3896.23,ach,2026-01-24 12:00:00
1538,7121,1257.91,wire,2025-12-27 12:00:00
1539,8858,2559.51,credit_card,2026-03-21 12:00:00
1540,5130,3871.59,credit_card,2025-10-20 12:00:00
1541,7721,4521.67,invoice,2026-01-04 12:00:00
1542,11402,5655.39,ach,2026-07-05 12:00:00
1543,10057,4467.92,credit_card,2026-05-18 12:00:00
1544,1211,3308.91,credit_card,2025-03-26 12:00:00
1545,1769,5505.78,ach,2025-04-12 12:00:00
1546,6819,1277.54,wire,2025-12-31 12:00:00
1547,5503,1308.99,wire,2025-10-03 12:00:00
1548,9177,3593.35,wire,2026-04-13 12:00:00
1549,901,2397.76,wire,2025-03-06 12:00:00
1550,10015,4829.08,credit_card,2026-06-02 12:00:00
1551,5278,558.18,credit_card,2025-10-20 12:00:00
1552,9903,1789.65,ach,2026-05-13 12:00:00
1553,9665,4232.9,wire,2026-05-17 12:00:00
1554,5360,3726.93,wire,2025-10-12 12:00:00
1555,9488,502.68,credit_card,2026-04-16 12:00:00
1556,3650,3738.45,invoice,2025-07-06 12:00:00
1557,3222,517.61,wire,2025-07-25 12:00:00
1558,1435,3634.86,invoice,2025-04-17 12:00:00
1559,93,2984.5,credit_card,2025-02-04 12:00:00
1560,6261,1268.0,invoice,2025-11-17 12:00:00
1561,6866,2946.1,ach,2025-12-09 12:00:00
1562,2341,2080.01,credit_card,2025-05-20 12:00:00
1563,10441,3322.86,wire,2026-06-28 12:00:00
1564,11328,238.99,invoice,2026-07-06 12:00:00
1565,9895,339.27,ach,2026-06-03 12:00:00
1566,6073,4744.01,credit_card,2025-11-15 12:00:00
1567,7585,2887.91,invoice,2026-02-01 12:00:00
1568,12082,1496.82,wire,2026-08-31 12:00:00
1569,7769,630.67,ach,2026-01-06 12:00:00
1570,5381,78.93,ach,2025-11-05 12:00:00
1571,2343,2291.31,invoice,2025-05-07 12:00:00
1572,4603,1046.12,ach,2025-09-30 12:00:00
1573,4561,1394.57,wire,2025-09-02 12:00:00
1574,6573,1707.63,credit_card,2025-12-18 12:00:00
1575,1085,4172.63,credit_card,2025-03-22 12:00:00
1576,5837,5562.85,ach,2025-11-23 12:00:00
1577,9811,2836.32,wire,2026-05-26 12:00:00
1578,12224,2702.57,credit_card,2026-09-11 12:00:00
1579,6385,4327.11,wire,2025-11-15 12:00:00
1580,9480,4066.21,credit_card,2026-04-24 12:00:00
1581,2456,2548.35,credit_card,2025-05-23 12:00:00
1582,9719,4616.55,invoice,2026-06-05 12:00:00
1583,7589,1211.37,credit_card,2026-01-22 12:00:00
1584,10475,2213.09,credit_card,2026-06-05 12:00:00
1585,11501,4215.08,invoice,2026-07-11 12:00:00
1586,6424,2334.35,credit_card,2025-11-18 12:00:00
1587,1397,3505.18,ach,2025-04-11 12:00:00
1588,1431,4713.59,ach,2025-04-27 12:00:00
1589,10448,3538.82,wire,2026-06-29 12:00:00
1590,6915,308.62,invoice,2026-01-02 12:00:00
1591,409,850.36,wire,2025-02-11 12:00:00
1592,5640,2723.75,credit_card,2025-11-21 12:00:00
1593,12736,4982.08,invoice,2026-09-05 12:00:00
1594,6876,1399.98,invoice,2025-12-28 12:00:00
1595,10885,2664.29,credit_card,2026-06-19 12:00:00
1596,5599,2748.29,credit_card,2025-10-18 12:00:00
1597,9871,3391.63,credit_card,2026-05-08 12:00:00
1598,2936,2992.8,ach,2025-06-16 12:00:00
1599,7501,644.16,ach,2026-02-03 12:00:00
1600,5096,1465.92,invoice,2025-10-24 12:00:00
1601,5803,1419.45,wire,2025-11-10 12:00:00
1602,7451,5072.73,invoice,2026-01-17 12:00:00
1603,3596,2861.99,wire,2025-07-11 12:00:00
1604,9786,1243.23,invoice,2026-05-21 12:00:00
1605,10310,5256.3,credit_card,2026-06-22 12:00:00
1606,7489,882.17,wire,2026-01-09 12:00:00
1607,7201,4118.13,invoice,2025-12-23 12:00:00
1608,3027,631.7,invoice,2025-06-22 12:00:00
1609,834,4356.99,wire,2025-03-17 12:00:00
1610,8263,385.9,ach,2026-02-03 12:00:00
1611,5108,4100.29,ach,2025-10-20 12:00:00
1612,8247,714.26,ach,2026-03-02 12:00:00
1613,10088,2663.18,ach,2026-05-06 12:00:00
1614,5721,434.83,wire,2025-12-03 12:00:00
1615,1966,3319.13,wire,2025-05-20 12:00:00
1616,2321,2321.4,credit_card,2025-05-04 12:00:00
1617,10149,3555.74,invoice,2026-05-06 12:00:00
1618,1369,2747.58,ach,2025-04-30 12:00:00
1619,1422,4200.01,ach,2025-04-02 12:00:00
1620,4550,3739.13,wire,2025-09-30 12:00:00
1621,2178,1325.74,ach,2025-05-25 12:00:00
1622,820,2638.34,ach,2025-03-20 12:00:00
1623,9316,2646.79,ach,2026-04-17 12:00:00
1624,9900,6246.55,credit_card,2026-05-05 12:00:00
1625,5562,2305.6,credit_card,2025-10-30 12:00:00
1626,9586,82.84,credit_card,2026-04-06 12:00:00
1627,3394,2767.12,credit_card,2025-07-14 12:00:00
1628,4456,1347.74,invoice,2025-09-26 12:00:00
1629,331,2224.78,invoice,2025-02-17 12:00:00
1630,5115,6265.68,ach,2025-10-25 12:00:00
1631,1286,2505.2,ach,2025-04-26 12:00:00
1632,8404,1535.79,wire,2026-02-05 12:00:00
1633,4747,1030.4,wire,2025-09-09 12:00:00
1634,9595,2856.63,invoice,2026-04-20 12:00:00
1635,4481,987.41,credit_card,2025-09-18 12:00:00
1636,1092,2520.32,invoice,2025-03-16 12:00:00
1637,11598,1708.33,wire,2026-08-08 12:00:00
1638,74,1512.26,invoice,2025-02-07 12:00:00
1639,5071,1662.97,ach,2025-10-26 12:00:00
1640,1796,4358.33,wire,2025-04-26 12:00:00
1641,10907,2421.01,credit_card,2026-07-11 12:00:00
1642,9956,5031.41,invoice,2026-06-01 12:00:00
1643,1946,464.53,ach,2025-05-12 12:00:00
1644,7234,2397.25,credit_card,2025-12-12 12:00:00
1645,292,3087.01,wire,2025-02-11 12:00:00
1646,11144,1839.22,ach,2026-07-09 12:00:00
1647,12742,837.8,invoice,2026-09-09 12:00:00
1648,1531,4789.65,credit_card,2025-04-11 12:00:00
1649,10734,5473.66,credit_card,2026-06-20 12:00:00
1650,42,2759.1,ach,2025-02-16 12:00:00
1651,4992,2539.15,credit_card,2025-09-18 12:00:00
1652,11700,4077.08,invoice,2026-08-17 12:00:00
1653,7960,2522.42,invoice,2026-03-03 12:00:00
1654,3888,1856.73,wire,2025-08-13 12:00:00
1655,2859,2247.2,wire,2025-06-13 12:00:00
1656,319,7989.74,credit_card,2025-02-19 12:00:00
1657,4768,5117.91,invoice,2025-09-22 12:00:00
1658,2841,4638.66,invoice,2025-06-07 12:00:00
1659,5494,3889.26,credit_card,2025-10-31 12:00:00
1660,6492,3280.0,wire,2025-12-05 12:00:00
1661,9984,591.09,wire,2026-05-29 12:00:00
1662,1706,2429.36,credit_card,2025-04-30 12:00:00
1663,6373,2456.28,credit_card,2025-11-15 12:00:00
1664,11076,1842.45,credit_card,2026-07-27 12:00:00
1665,4316,2746.02,ach,2025-08-10 12:00:00
1666,3119,2733.6,credit_card,2025-06-26 12:00:00
1667,7078,1876.19,wire,2025-12-26 12:00:00
1668,2485,1021.63,credit_card,2025-05-23 12:00:00
1669,8940,2146.68,ach,2026-03-15 12:00:00
1670,9927,2421.96,credit_card,2026-05-31 12:00:00
1671,1744,2507.46,wire,2025-04-10 12:00:00
1672,6409,2615.93,ach,2025-11-13 12:00:00
1673,10145,3938.24,ach,2026-05-24 12:00:00
1674,8910,1128.36,ach,2026-04-01 12:00:00
1675,8978,3155.47,invoice,2026-03-16 12:00:00
1676,10022,1607.59,wire,2026-05-26 12:00:00
1677,1348,2498.26,credit_card,2025-04-24 12:00:00
1678,6917,4015.08,invoice,2025-12-14 12:00:00
1679,86,2630.59,credit_card,2025-02-05 12:00:00
1680,1840,3418.68,wire,2025-04-30 12:00:00
1681,2488,2451.93,invoice,2025-05-23 12:00:00
1682,11815,189.03,invoice,2026-08-11 12:00:00
1683,1784,2173.09,invoice,2025-04-05 12:00:00
1684,12193,851.67,ach,2026-09-24 12:00:00
1685,3890,3473.13,invoice,2025-08-27 12:00:00
1686,6757,4621.69,invoice,2025-12-26 12:00:00
1687,1036,2723.32,ach,2025-03-01 12:00:00
1688,4820,2001.79,wire,2025-09-16 12:00:00
1689,8085,722.3,ach,2026-02-08 12:00:00
1690,10742,3204.93,ach,2026-06-16 12:00:00
1691,7678,2137.15,ach,2026-01-20 12:00:00
1692,10650,2256.34,credit_card,2026-06-19 12:00:00
1693,12427,3509.45,ach,2026-09-11 12:00:00
1694,6881,613.13,invoice,2025-12-09 12:00:00
1695,12121,840.1,credit_card,2026-08-07 12:00:00
1696,9923,4080.35,credit_card,2026-05-24 12:00:00
1697,6578,710.22,wire,2025-12-06 12:00:00
1698,12393,3415.1,wire,2026-09-25 12:00:00
1699,4065,1323.02,wire,2025-09-05 12:00:00
1700,62,1652.35,ach,2025-02-03 12:00:00
1701,7137,424.49,invoice,2025-12-07 12:00:00
1702,5652,1889.68,credit_card,2025-11-04 12:00:00
1703,6160,828.6,wire,2025-11-20 12:00:00
1704,9800,2878.54,invoice,2026-05-13 12:00:00
1705,11196,3967.82,credit_card,2026-07-06 12:00:00
1706,2693,2752.41,invoice,2025-06-20 12:00:00
1707,7572,1418.14,invoice,2026-02-03 12:00:00
1708,10127,681.97,ach,2026-05-13 12:00:00
1709,6463,5936.45,ach,2025-11-16 12:00:00
1710,10559,1246.41,ach,2026-07-02 12:00:00
1711,2421,948.18,wire,2025-06-05 12:00:00
1712,4078,4140.28,invoice,2025-08-31 12:00:00
1713,3468,1870.32,credit_card,2025-07-18 12:00:00
1714,11145,952.69,wire,2026-07-31 12:00:00
1715,9640,2622.52,ach,2026-04-09 12:00:00
1716,4986,2961.36,credit_card,2025-09-18 12:00:00
1717,899,204.3,wire,2025-03-09 12:00:00
1718,6635,3097.7,ach,2025-12-17 12:00:00
1719,8249,2732.51,wire,2026-02-12 12:00:00
1720,959,2209.06,wire,2025-03-30 12:00:00
1721,8487,2154.37,ach,2026-03-09 12:00:00
1722,2010,3519.01,ach,2025-05-31 12:00:00
1723,1514,3439.62,wire,2025-04-12 12:00:00
1724,1955,261.53,credit_card,2025-05-25 12:00:00
1725,466,910.68,credit_card,2025-02-23 12:00:00
1726,4025,1532.27,credit_card,2025-08-08 12:00:00
